gene,growth_wt,growth_ko,percent_change,lethal_flag
SGL_RS13535,0.07653046659469502,0.0,-100.0,True
SGL_RS12265,0.07653046659469502,0.0,-100.0,True
SGL_RS17830,0.07653046659469502,0.0,-100.0,True
SGL_RS04915,0.07653046659469502,0.0,-100.0,True
SGL_RS10140,0.07653046659469502,-2.818668000044398e-18,-100.0,True
SGL_RS10330,0.07653046659469502,0.0,-100.0,True
SGL_RS15345,0.07653046659469502,0.0,-100.0,True
SGL_RS09375,0.07653046659469502,0.0,-100.0,True
SGL_RS07575,0.07653046659469502,-2.67052532050553e-18,-100.0,True
SGL_RS13735,0.07653046659469502,0.0,-100.0,True
SGL_RS14665,0.07653046659469502,0.0,-100.0,True
SGL_RS07880,0.07653046659469502,0.0,-100.0,True
SGL_RS13390,0.07653046659469502,0.0,-100.0,True
SGL_RS09590,0.07653046659469502,0.0,-100.0,True
SGL_RS06810,0.07653046659469502,0.0,-100.0,True
SGL_RS15325,0.07653046659469502,-3.160063851208435e-30,-100.0,True
SGL_RS02505,0.07653046659469502,-3.664668558922451e-18,-100.0,True
SGL_RS14545,0.07653046659469502,0.0,-100.0,True
SGL_RS13795,0.07653046659469502,8.96823404808832e-19,-100.0,True
SGL_RS11510,0.07653046659469502,0.0,-100.0,True
SGL_RS14105,0.07653046659469502,0.0,-100.0,True
SGL_RS10800,0.07653046659469502,0.0,-100.0,True
SGL_RS05470,0.07653046659469502,0.0,-100.0,True
SGL_RS03920,0.07653046659469502,0.0,-100.0,True
SGL_RS17160,0.07653046659469502,0.0,-100.0,True
SGL_RS15380,0.07653046659469502,0.0,-100.0,True
SGL_RS05520,0.07653046659469502,0.0,-100.0,True
SGL_RS08810,0.07653046659469502,0.0,-100.0,True
SGL_RS08815,0.07653046659469502,0.0,-100.0,True
SGL_RS12395,0.07653046659469502,0.0,-100.0,True
SGL_RS04275,0.07653046659469502,0.0,-100.0,True
SGL_RS18375,0.07653046659469502,0.0,-100.0,True
SGL_RS03135,0.07653046659469502,0.0,-100.0,True
SGL_RS04435,0.07653046659469502,0.0,-100.0,True
SGL_RS15350,0.07653046659469502,0.0,-100.0,True
SGL_RS15280,0.07653046659469502,0.0,-100.0,True
SGL_RS08065,0.07653046659469502,0.0,-100.0,True
SGL_RS12945,0.07653046659469502,0.0,-100.0,True
SGL_RS10725,0.07653046659469502,2.455709932456017e-18,-100.0,True
SGL_RS06140,0.07653046659469502,1.8779688951267956e-18,-100.0,True
SGL_RS08270,0.07653046659469502,0.0,-100.0,True
SGL_RS18015,0.07653046659469502,0.0,-100.0,True
SGL_RS15845,0.07653046659469502,0.0,-100.0,True
SGL_RS13880,0.07653046659469502,0.0,-100.0,True
SGL_RS04405,0.07653046659469502,0.0,-100.0,True
SGL_RS04480,0.07653046659469502,7.721898443975148e-30,-100.0,True
SGL_RS07670,0.07653046659469502,0.0,-100.0,True
SGL_RS17700,0.07653046659469502,0.0,-100.0,True
SGL_RS12910,0.07653046659469502,0.0,-100.0,True
SGL_RS13365,0.07653046659469502,0.0,-100.0,True
SGL_RS09385,0.07653046659469502,0.0,-100.0,True
SGL_RS14660,0.07653046659469502,0.0,-100.0,True
SGL_RS03195,0.07653046659469502,0.0,-100.0,True
SGL_RS11800,0.07653046659469502,0.0,-100.0,True
SGL_RS09310,0.07653046659469502,0.0,-100.0,True
SGL_RS16925,0.07653046659469502,0.0,-100.0,True
SGL_RS14120,0.07653046659469502,0.0,-100.0,True
SGL_RS10115,0.07653046659469502,0.0,-100.0,True
SGL_RS12625,0.07653046659469502,5.5771937108657424e-18,-100.0,True
SGL_RS02940,0.07653046659469502,0.0,-100.0,True
SGL_RS07655,0.07653046659469502,0.0,-100.0,True
SGL_RS16850,0.07653046659469502,0.0,-100.0,True
SGL_RS02630,0.07653046659469502,0.0,-100.0,True
SGL_RS15675,0.07653046659469502,0.0,-100.0,True
SGL_RS18090,0.07653046659469502,0.0,-100.0,True
SGL_RS12240,0.07653046659469502,0.0,-100.0,True
SGL_RS08820,0.07653046659469502,0.0,-100.0,True
SGL_RS08755,0.07653046659469502,1.2761635126212087e-18,-100.0,True
SGL_RS01915,0.07653046659469502,0.0,-100.0,True
SGL_RS16940,0.07653046659469502,-4.4642277397125994e-18,-100.0,True
SGL_RS02445,0.07653046659469502,0.0,-100.0,True
SGL_RS06450,0.07653046659469502,0.0,-100.0,True
SGL_RS02315,0.07653046659469502,0.0,-100.0,True
SGL_RS06105,0.07653046659469502,2.6902536276172517e-18,-100.0,True
SGL_RS16890,0.07653046659469502,0.0,-100.0,True
SGL_RS16740,0.07653046659469502,0.0,-100.0,True
SGL_RS12060,0.07653046659469502,0.0,-100.0,True
SGL_RS14090,0.07653046659469502,-3.664668558922451e-18,-100.0,True
SGL_RS15040,0.07653046659469502,0.0,-100.0,True
SGL_RS12255,0.07653046659469502,0.0,-100.0,True
SGL_RS13435,0.07653046659469502,2.6902536276172163e-18,-100.0,True
SGL_RS13290,0.07653046659469502,0.0,-100.0,True
SGL_RS14430,0.07653046659469502,0.0,-100.0,True
SGL_RS07775,0.07653046659469502,0.0,-100.0,True
SGL_RS10365,0.07653046659469502,0.0,-100.0,True
SGL_RS13250,0.07653046659469502,0.0,-100.0,True
SGL_RS06405,0.07653046659469502,0.0,-100.0,True
SGL_RS11305,0.07653046659469502,0.0,-100.0,True
SGL_RS08445,0.07653046659469502,0.0,-100.0,True
SGL_RS08440,0.07653046659469502,0.0,-100.0,True
SGL_RS10825,0.07653046659469502,0.0,-100.0,True
SGL_RS11885,0.07653046659469502,0.0,-100.0,True
SGL_RS17415,0.07653046659469502,0.0,-100.0,True
SGL_RS11755,0.07653046659469502,0.0,-100.0,True
SGL_RS09600,0.07653046659469502,0.0,-100.0,True
SGL_RS15620,0.07653046659469502,0.0,-100.0,True
SGL_RS04620,0.07653046659469502,0.0,-100.0,True
SGL_RS11415,0.07653046659469502,0.0,-100.0,True
SGL_RS04625,0.07653046659469502,0.0,-100.0,True
SGL_RS15915,0.07653046659469502,-2.5900646001721062e-31,-100.0,True
SGL_RS14425,0.07653046659469502,0.0,-100.0,True
SGL_RS04630,0.07653046659469502,0.0,-100.0,True
SGL_RS06285,0.07653046659469502,5.519102673273661e-18,-100.0,True
SGL_RS10200,0.07653046659469502,0.0,-100.0,True
SGL_RS10195,0.07653046659469502,3.0543649296478336e-18,-100.0,True
SGL_RS16435,0.07653046659469502,0.0,-100.0,True
SGL_RS17420,0.07653046659469502,2.914431817785065e-18,-100.0,True
SGL_RS02240,0.07653046659469502,-1.5101418192231998e-18,-100.0,True
SGL_RS12975,0.07653046659469502,0.0,-100.0,True
SGL_RS15155,0.07653046659469502,-4.587608029012195e-18,-100.0,True
SGL_RS16595,0.07653046659469502,3.0387973923574696e-20,-100.0,True
SGL_RS06290,0.07653046659469502,0.0,-100.0,True
SGL_RS16880,0.07653046659469502,0.0,-100.0,True
SGL_RS03380,0.07653046659469502,0.0,-100.0,True
SGL_RS06280,0.07653046659469502,0.0,-100.0,True
SGL_RS16590,0.07653046659469502,-5.399194857523873e-18,-100.0,True
SGL_RS05365,0.07653046659469502,2.4557099324560134e-18,-100.0,True
SGL_RS11490,0.07653046659469502,2.4557099324560134e-18,-100.0,True
SGL_RS13980,0.07653046659469502,0.0,-100.0,True
SGL_RS14465,0.07653046659469502,0.0,-100.0,True
SGL_RS08125,0.07653046659469502,3.935034868999408e-18,-100.0,True
SGL_RS15085,0.07653046659469502,5.6910429527471345e-18,-100.0,True
SGL_RS14280,0.07653046659469502,0.0,-100.0,True
SGL_RS06800,0.07653046659469502,0.0,-100.0,True
SGL_RS07710,0.07653046659469502,0.0,-100.0,True
SGL_RS11225,0.07653046659469502,4.8657561803173595e-18,-100.0,True
SGL_RS16615,0.07653046659469502,0.0,-100.0,True
SGL_RS10105,0.07653046659469502,0.0,-100.0,True
SGL_RS09870,0.07653046659469502,0.0,-100.0,True
SGL_RS07485,0.07653046659469502,0.0,-100.0,True
SGL_RS12770,0.07653046659469502,0.0,-100.0,True
SGL_RS16675,0.07653046659469502,0.0,-100.0,True
SGL_RS13380,0.07653046659469502,0.0,-100.0,True
SGL_RS14435,0.07653046659469502,0.0,-100.0,True
SGL_RS08945,0.07653046659469502,0.0,-100.0,True
SGL_RS03395,0.07653046659469502,0.0,-100.0,True
SGL_RS03345,0.07653046659469502,0.0,-100.0,True
SGL_RS15225,0.07653046659469502,0.0,-100.0,True
SGL_RS08905,0.07653046659469502,7.386546863332366e-18,-99.99999999999997,True
SGL_RS17000,0.07653046659469502,7.032020546982593e-18,-99.99999999999997,True
SGL_RS15395,0.07653046659469502,3.4641823148724116e-17,-99.99999999999997,True
SGL_RS10555,0.07653046659469502,1.429584809431141e-17,-99.99999999999997,True
SGL_RS14980,0.07653046659469502,1.80147854804423e-17,-99.99999999999997,True
SGL_RS13520,0.07653046659469502,1.1459246967008193e-17,-99.99999999999997,True
SGL_RS09745,0.07653046659469502,8.448126503578166e-18,-99.99999999999997,True
SGL_RS15190,0.07653046659469502,7.032020546982593e-18,-99.99999999999997,True
SGL_RS09755,0.07653046659469502,7.032020546982593e-18,-99.99999999999997,True
SGL_RS02610,0.07653046659469502,8.448126503578166e-18,-99.99999999999997,True
SGL_RS03060,0.07653046659469502,7.032020546982593e-18,-99.99999999999997,True
SGL_RS17360,0.07653046659469502,1.858748990053317e-17,-99.99999999999997,True
SGL_RS08070,0.07653046659469502,3.464182314872334e-17,-99.99999999999997,True
SGL_RS02595,0.07653046659469502,7.386546863332366e-18,-99.99999999999997,True
SGL_RS16845,0.07653046659469502,3.464182314872424e-17,-99.99999999999997,True
SGL_RS17215,0.07653046659469502,1.1128126798024057e-17,-99.99999999999997,True
SGL_RS09105,0.07653046659469502,3.2694446952311267e-17,-99.99999999999997,True
SGL_RS17305,0.07653046659469502,9.859165105599983e-18,-99.99999999999997,True
SGL_RS13885,0.07653046659469502,3.1895502092616175e-17,-99.99999999999997,True
SGL_RS10240,0.07653046659469502,9.808089385643205e-18,-99.99999999999997,True
SGL_RS07805,0.07653046659469502,3.1895502092616175e-17,-99.99999999999997,True
SGL_RS17620,0.07653046659469502,9.924220720049474e-18,-99.99999999999997,True
SGL_RS08455,0.07653046659469502,3.201228205210391e-17,-99.99999999999997,True
SGL_RS05440,0.07653046659469502,2.1086252464639893e-17,-99.99999999999997,True
SGL_RS04180,0.07653046659469502,1.2985340773446925e-17,-99.99999999999997,True
SGL_RS17225,0.07653046659469502,3.464182314872397e-17,-99.99999999999997,True
SGL_RS17330,0.07653046659469502,1.3142619850319414e-17,-99.99999999999997,True
SGL_RS06295,0.07653046659469502,2.2769662559808226e-17,-99.99999999999997,True
SGL_RS11790,0.07653046659469502,3.201228205210391e-17,-99.99999999999997,True
SGL_RS17890,0.07653046659469502,1.480408685055294e-17,-99.99999999999997,True
sll8031,0.07653046659469502,2.929556448732996e-17,-99.99999999999997,True
SGL_RS08785,0.07653046659469502,2.9759077055591346e-17,-99.99999999999997,True
SGL_RS13460,0.07653046659469502,1.1916547932113374e-17,-99.99999999999997,True
SGL_RS13860,0.07653046659469502,3.2694446952311267e-17,-99.99999999999997,True
SGL_RS12490,0.07653046659469502,3.931257065178087e-17,-99.99999999999994,True
SGL_RS03305,0.07653046659469502,4.697755578941895e-17,-99.99999999999994,True
SGL_RS06460,0.07653046659469502,4.196374075329844e-17,-99.99999999999994,True
SGL_RS13530,0.07653046659469502,4.125956097345954e-17,-99.99999999999994,True
SGL_RS06645,0.07653046659469502,3.742984427739564e-17,-99.99999999999994,True
SGL_RS11360,0.07653046659469502,4.085956138520155e-17,-99.99999999999994,True
SGL_RS16990,0.07653046659469502,5.2855312921172785e-17,-99.99999999999993,True
SGL_RS10730,0.07653046659469502,5.57719371086574e-17,-99.99999999999993,True
SGL_RS04250,0.07653046659469502,5.74905957966908e-17,-99.99999999999993,True
SGL_RS04515,0.07653046659469502,4.9570289356353474e-17,-99.99999999999993,True
SGL_RS06190,0.07653046659469502,6.213128089161183e-17,-99.99999999999993,True
SGL_RS03225,0.07653046659469502,5.731190598393243e-17,-99.99999999999993,True
SGL_RS05355,0.07653046659469502,6.55320261026724e-17,-99.99999999999991,True
SGL_RS13965,0.07653046659469502,6.364641588953513e-17,-99.99999999999991,True
SGL_RS08920,0.07653046659469502,8.742820111836549e-17,-99.99999999999989,True
SGL_RS03770,0.07653046659469502,8.765466263096574e-17,-99.99999999999989,True
SGL_RS16985,0.07653046659469502,8.742820111836549e-17,-99.99999999999989,True
SGL_RS09885,0.07653046659469502,1.0926419234028387e-16,-99.99999999999986,True
SGL_RS10735,0.07653046659469502,1.2718981748434277e-16,-99.99999999999983,True
SGL_RS16995,0.07653046659469502,1.38236972255375e-16,-99.99999999999983,True
ssl0352,0.07653046659469502,1.2718981748434277e-16,-99.99999999999983,True
SGL_RS03840,0.07653046659469502,1.4597304742607945e-16,-99.9999999999998,True
SGL_RS03075,0.07653046659469502,2.7497207080309983e-16,-99.99999999999963,True
SGL_RS13045,0.07653046659469502,3.04216502299371e-16,-99.9999999999996,True
SGL_RS03210,0.07653046659469502,3.3949461784444027e-16,-99.99999999999957,True
SGL_RS03435,0.07653046659469502,4.1897314945606404e-16,-99.99999999999946,True
SGL_RS06585,0.07653046659469502,1.0743627749200121e-15,-99.99999999999861,True
SGL_RS11000,0.07653046659469502,1.0718953435078944e-15,-99.99999999999861,True
SGL_RS14710,0.07653046659469502,1.298455019535205e-15,-99.9999999999983,True
SGL_RS03315,0.07653046659469502,2.159894126360509e-15,-99.99999999999717,True
SGL_RS09665,0.07653046659469502,3.230134518587978e-15,-99.99999999999577,True
SGL_RS10950,0.07653046659469502,5.444743217233419e-15,-99.9999999999929,True
SGL_RS09235,0.07653046659469502,8.602619187230915e-15,-99.99999999998876,True
SGL_RS03470,0.07653046659469502,1.1825307630444857e-14,-99.99999999998454,True
SGL_RS05700,0.07653046659469502,1.4932685885684587e-14,-99.99999999998049,True
SGL_RS04185,0.07653046659469502,2.431554130734703e-14,-99.99999999996822,True
SGL_RS17230,0.07653046659469502,5.662262215321705e-14,-99.99999999992602,True
SGL_RS10370,0.07653046659469502,6.420447446465867e-14,-99.99999999991611,True
SGL_RS15360,0.07653046659469502,7.765462755200394e-14,-99.99999999989852,True
SGL_RS07250,0.07653046659469502,8.02078356017286e-14,-99.99999999989518,True
SGL_RS11255,0.07653046659469502,8.197033734127049e-14,-99.99999999989288,True
SGL_RS08710,0.07653046659469502,8.5479864573893e-14,-99.99999999988832,True
SGL_RS04800,0.07653046659469502,1.2950014265153157e-13,-99.99999999983079,True
SGL_RS07635,0.07653046659469502,1.5096901394700622e-13,-99.99999999980275,True
SGL_RS14480,0.07653046659469502,1.5100562594176154e-13,-99.9999999998027,True
SGL_RS02700,0.07653046659469502,0.030137366037686155,-60.62043343170308,False
SGL_RS02705,0.07653046659469502,0.030137366037687154,-60.620433431701784,False
SGL_RS02695,0.07653046659469502,0.030137366037687394,-60.62043343170147,False
SGL_RS02670,0.07653046659469502,0.030137366037687408,-60.62043343170145,False
SGL_RS09710,0.07653046659469502,0.030137366037687456,-60.62043343170139,False
SGL_RS02675,0.07653046659469502,0.03013736603768781,-60.620433431700924,False
SGL_RS02685,0.07653046659469502,0.03013736603768789,-60.62043343170082,False
SGL_RS02680,0.07653046659469502,0.030137366037687987,-60.62043343170069,False
SGL_RS02690,0.07653046659469502,0.03013736603768824,-60.62043343170036,False
SGL_RS09705,0.07653046659469502,0.03013736603770781,-60.62043343167479,False
SGL_RS08525,0.07653046659469502,0.034920118096803884,-54.370958847355965,False
SGL_RS09095,0.07653046659469502,0.06073499101549779,-20.63946070373514,False
SGL_RS09370,0.07653046659469502,0.06073864655637614,-20.634684121230155,False
SGL_RS11630,0.07653046659469502,0.06196866629493207,-19.02745527069915,False
SGL_RS08960,0.07653046659469502,0.0619686662949326,-19.02745527069846,False
SGL_RS06375,0.07653046659469502,0.07239895265646311,-5.398521820221467,False
SGL_RS12985,0.07653046659469502,0.07239895265659253,-5.398521820052353,False
SGL_RS17560,0.07653046659469502,0.07239895265662838,-5.398521820005514,False
SGL_RS05660,0.07653046659469502,0.07248339843355708,-5.288179128151917,False
SGL_RS09950,0.07653046659469502,0.07260516420837222,-5.129071546252528,False
SGL_RS13465,0.07653046659469502,0.07326794055240428,-4.2630421418558235,False
SGL_RS11200,0.07653046659469502,0.07396122642175104,-3.357146881843361,False
SGL_RS08600,0.07653046659469502,0.07396122642175242,-3.357146881841566,False
SGL_RS13155,0.07653046659469502,0.07472417770755843,-2.3602219710781154,False
SGL_RS10125,0.07653046659469502,0.07472888009900754,-2.354077501224027,False
SGL_RS04690,0.07653046659469502,0.07479658733688963,-2.265606542016805,False
SGL_RS08045,0.07653046659469502,0.07529748942660036,-1.6110932324828235,False
SGL_RS15205,0.07653046659469502,0.07529748942660036,-1.6110932324828235,False
SGL_RS06730,0.07653046659469502,0.07529748942660036,-1.6110932324828235,False
SGL_RS04160,0.07653046659469502,0.07570087249132297,-1.084005024777356,False
SGL_RS02895,0.07653046659469502,0.07570087249152017,-1.0840050245196766,False
SGL_RS14885,0.07653046659469502,0.07604671498732248,-0.6321033032955251,False
SGL_RS18255,0.07653046659469502,0.07619668464568388,-0.43614257675815093,False
SGL_RS14820,0.07653046659469502,0.07645752804157907,-0.09530655745538918,False
SGL_RS17655,0.07653046659469502,0.07652438306710085,-0.007949157851584888,False
SGL_RS13030,0.07653046659469502,0.07652438306710167,-0.007949157850515,False
SGL_RS17660,0.07653046659469502,0.07652438306710195,-0.007949157850152327,False
SGL_RS05125,0.07653046659469502,0.07652831759026421,-0.0028080378004107873,False
SGL_RS15355,0.07653046659469502,0.07652957780823588,-0.0011613498501784622,False
SGL_RS16950,0.07653046659469502,0.07653046659468574,-1.2131430078163724e-11,False
SGL_RS06310,0.07653046659469502,0.07653046659469212,-3.7899385445982326e-12,False
SGL_RS09325,0.07653046659469502,0.07653046659469226,-3.6086017721294183e-12,False
SGL_RS05025,0.07653046659469502,0.07653046659469226,-3.6086017721294183e-12,False
SGL_RS02195,0.07653046659469502,0.07653046659469231,-3.5360670631418924e-12,False
SGL_RS07800,0.07653046659469502,0.07653046659469231,-3.5360670631418924e-12,False
SGL_RS10440,0.07653046659469502,0.07653046659469231,-3.5360670631418924e-12,False
SGL_RS11095,0.07653046659469502,0.07653046659469231,-3.5360670631418924e-12,False
SGL_RS04330,0.07653046659469502,0.07653046659469231,-3.5360670631418924e-12,False
SGL_RS07170,0.07653046659469502,0.07653046659469241,-3.409131322413722e-12,False
SGL_RS04790,0.07653046659469502,0.07653046659469245,-3.3547302906730773e-12,False
SGL_RS12025,0.07653046659469502,0.07653046659469272,-3.0101904229823287e-12,False
SGL_RS17390,0.07653046659469502,0.07653046659469294,-2.7200515870322245e-12,False
SGL_RS05590,0.07653046659469502,0.07653046659469295,-2.701917909785343e-12,False
SGL_RS14400,0.07653046659469502,0.07653046659469298,-2.66565055529158e-12,False
SGL_RS16330,0.07653046659469502,0.07653046659469301,-2.6293832007978174e-12,False
SGL_RS04550,0.07653046659469502,0.07653046659469301,-2.6293832007978174e-12,False
SGL_RS17385,0.07653046659469502,0.07653046659469302,-2.611249523550936e-12,False
SGL_RS15655,0.07653046659469502,0.07653046659469304,-2.5931158463040542e-12,False
SGL_RS17540,0.07653046659469502,0.07653046659469312,-2.4843137828227655e-12,False
SGL_RS17380,0.07653046659469502,0.07653046659469313,-2.466180105575884e-12,False
SGL_RS11775,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS04525,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS09330,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS10020,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS14050,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS04465,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS11735,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS05860,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS04540,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS03280,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS04535,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS03870,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS08205,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS16820,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS03420,0.07653046659469502,0.07653046659469316,-2.4299127510821207e-12,False
SGL_RS08615,0.07653046659469502,0.07653046659469318,-2.4117790738352395e-12,False
SGL_RS13425,0.07653046659469502,0.0765304665946932,-2.3755117193414764e-12,False
SGL_RS06360,0.07653046659469502,0.07653046659469323,-2.339244364847713e-12,False
SGL_RS12695,0.07653046659469502,0.07653046659469324,-2.321110687600832e-12,False
SGL_RS13560,0.07653046659469502,0.07653046659469324,-2.321110687600832e-12,False
SGL_RS06305,0.07653046659469502,0.07653046659469324,-2.321110687600832e-12,False
SGL_RS01940,0.07653046659469502,0.07653046659469326,-2.3029770103539504e-12,False
SGL_RS14200,0.07653046659469502,0.07653046659469326,-2.3029770103539504e-12,False
