gene,WT_growth,KO_growth,Percent_change
SGL_RS03350,0.0,0.0,0
SGL_RS10385,0.0,0.0,0
SGL_RS03665,0.0,0.0,0
SGL_RS01905,0.0,0.0,0
SGL_RS01900,0.0,0.0,0
SGL_RS09725,0.0,0.0,0
SGL_RS09740,0.0,0.0,0
SGL_RS06865,0.0,0.0,0
SGL_RS09270,0.0,0.0,0
SGL_RS07160,0.0,0.0,0
SGL_RS10865,0.0,0.0,0
SGL_RS16515,0.0,0.0,0
SGL_RS03010,0.0,0.0,0
SGL_RS07490,0.0,0.0,0
SGL_RS13995,0.0,0.0,0
SGL_RS13565,0.0,0.0,0
SGL_RS14290,0.0,0.0,0
SGL_RS13330,0.0,0.0,0
SGL_RS15560,0.0,0.0,0
SGL_RS16645,0.0,0.0,0
SGL_RS16640,0.0,0.0,0
SGL_RS16650,0.0,0.0,0
SGL_RS17635,0.0,0.0,0
SGL_RS16980,0.0,0.0,0
SGL_RS15665,0.0,0.0,0
SGL_RS14365,0.0,0.0,0
SGL_RS14780,0.0,0.0,0
SGL_RS14860,0.0,0.0,0
SGL_RS11450,0.0,0.0,0
SGL_RS04920,0.0,0.0,0
SGL_RS04935,0.0,0.0,0
SGL_RS11025,0.0,0.0,0
SGL_RS06770,0.0,0.0,0
SGL_RS07055,0.0,0.0,0
SGL_RS06545,0.0,0.0,0
SGL_RS05225,0.0,0.0,0
SGL_RS08775,0.0,0.0,0
SGL_RS07690,0.0,0.0,0
SGL_RS09110,0.0,0.0,0
SGL_RS17955,0.0,0.0,0
SGL_RS16680,0.0,0.0,0
SGL_RS14350,0.0,0.0,0
SGL_RS14090,0.0,0.0,0
SGL_RS09795,0.0,0.0,0
SGL_RS16185,0.0,0.0,0
SGL_RS10890,0.0,0.0,0
SGL_RS12260,0.0,0.0,0
SGL_RS15140,0.0,0.0,0
SGL_RS10925,0.0,0.0,0
SGL_RS10930,0.0,0.0,0
SGL_RS17200,0.0,0.0,0
SGL_RS12040,0.0,0.0,0
SGL_RS06685,0.0,0.0,0
SGL_RS04360,0.0,0.0,0
SGL_RS07840,0.0,0.0,0
sll5104,0.0,0.0,0
SGL_RS11365,0.0,0.0,0
SGL_RS13805,0.0,0.0,0
SGL_RS15810,0.0,0.0,0
SGL_RS18145,0.0,0.0,0
SGL_RS04190,0.0,0.0,0
slr7059,0.0,0.0,0
SGL_RS13900,0.0,0.0,0
sll7050,0.0,0.0,0
SGL_RS03355,0.0,0.0,0
SGL_RS13855,0.0,0.0,0
SGL_RS04815,0.0,0.0,0
SGL_RS05165,0.0,0.0,0
sll8012,0.0,0.0,0
SGL_RS16150,0.0,0.0,0
SGL_RS13580,0.0,0.0,0
SGL_RS08250,0.0,0.0,0
SGL_RS18050,0.0,0.0,0
SGL_RS14835,0.0,0.0,0
SGL_RS06365,0.0,0.0,0
SGL_RS08415,0.0,0.0,0
SGL_RS02995,0.0,0.0,0
SGL_RS13490,0.0,0.0,0
SGL_RS03410,0.0,0.0,0
SGL_RS14820,0.0,0.0,0
SGL_RS09225,0.0,0.0,0
SGL_RS04070,0.0,0.0,0
SGL_RS12400,0.0,0.0,0
SGL_RS07110,0.0,0.0,0
